Mods count: 394
 
                                    jar name                                     |    notes     |                 mod id                  |                      mod name                       |          mod version           |                                                                                                                                                                            mixin configs                                                                                                                                                                            |              modrinth hash               | curseforge hash
    /META-INF/jars/snakeyaml-2.6.jar                                             |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
servercountryflags-1.10.4-1.21.1-NEOFORGE.jar                                    |              | servercountryflags                      | Server Country Flags                                | 1.10.4                         | servercountryflags.mixins.json                                                                                                                                                                                                                                                                                                                                      | 8a60532e5b1b2433c01259b6ab2b16f31d3b39ab | 3852257797     
ShoulderSurfing-NeoForge-1.21.1-4.22.12.jar                                      |              | shouldersurfing                         | Shoulder Surfing Reloaded                           | 1.21.1-4.22.12                 | shouldersurfing.neoforge.compat.mixins.json, shouldersurfing.common.mixins.json, shouldersurfing.neoforge.mixins.json, shouldersurfing.common.compat.mixins.json                                                                                                                                                                                                    | fea605988303ad4bdb395769001aab1a0b9b1b2f | 2702955171     
SimpleTMs-neoforge-2.3.3.jar                                                     |              | simpletms                               | SimpleTMs                                           | 2.3.3                          |                                                                                                                                                                                                                                                                                                                                                                     | f30723c57a72ff9c9f4b54fe1652430273355607 | 2874364070     
skinlayers3d-neoforge-1.11.1-mc1.21.1.jar                                        |              | skinlayers3d                            | 3d-Skin-Layers                                      | 1.11.1                         | skinlayers3d.mixins.json                                                                                                                                                                                                                                                                                                                                            | 8f25b0babc279ee9f5d07f20d9168a7a4ef93dac | 3371312990     
    /META-INF/jars/TRansition-1.0.17-1.21.1-neoforge-SNAPSHOT.jar                |              | transition                              | TRansition                                          | 1.0.17                         | transition.mixins.json                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/TRender-1.0.12-1.21.1-neoforge-SNAPSHOT.jar                   |              | trender                                 | TRender                                             | 1.0.12                         | trender.mixins.json                                                                                                                                                                                                                                                                                                                                                 |                                          |                
sliceanddice-forge-4.2.4.jar                                                     |              | sliceanddice                            | Create Slice & Dice                                 | 4.2.4                          | sliceanddice.mixins.json                                                                                                                                                                                                                                                                                                                                            | 13d8835813b3851d4818c59ec8f7124e4a826c14 | 2744731042     
smithingtemplateviewer-1.0.4.jar                                                 |              | smithingtemplateviewer                  | SmithingTemplateViewer                              | 1.0.4                          | smithingtemplateviewer.mixins.json                                                                                                                                                                                                                                                                                                                                  | 4fea33926fafbd59f7434d1e4e64938ddee5d5db | 4235676049     
sodium-neoforge-0.6.13+mc1.21.1.jar                                              |              | sodium                                  | Sodium                                              | 0.6.13+mc1.21.1                | sodium-neoforge.mixins.json, sodium-common.mixins.json                                                                                                                                                                                                                                                                                                              | 38af70fa4dc4b2aaac636e92fdba3bedd5a025e1 | 1900921493     
    /META-INF/jarjar/fabric-api-base-0.4.42+d1308ded19.jar                       |              | fabric_api_base                         | Forgified Fabric API Base                           | 0.4.42+d1308ded19              |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.48+73761d2e19.jar   |              | fabric_rendering_data_attachment_v1     | Forgified Fabric Rendering Data Attachment (v1)     | 0.3.48+73761d2e19              | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jarjar/fabric-renderer-api-v1-3.4.0+9c40919e19.jar                 |              | fabric_renderer_api_v1                  | Forgified Fabric Renderer API (v1)                  | 3.4.0+9c40919e19               | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-block-view-api-v2-1.0.10+9afaaf8c19.jar              |              | fabric_block_view_api_v2                | Forgified Fabric BlockView API (v2)                 | 1.0.10+9afaaf8c19              | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jarjar/net.caffeinemc.sodium-neoforge-0.6.13+mc1.21.1-service.jar  |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
sodium-shadowy-path-blocks-neoforge-4.1.0.jar                                    |              | sspb                                    | Sodium Shadowy Path Blocks                          | 4.1.0                          | sspb.neoforge.mixins.json, sspb.mixins.json                                                                                                                                                                                                                                                                                                                         | 315891dcf8459a53fe263d985073bef619c360d0 | 1901034803     
sodiumextras-neoforge-1.0.8-1.21.1.jar                                           |              | sodiumextras                            | Sodium Extras                                       | 1.0.7                          | mixins.sodiumextras.json                                                                                                                                                                                                                                                                                                                                            | d678f6eb28fec11f3e99bc7f17f5e385703bc44a | 4051323827     
sodiumoptionsapi-neoforge-1.0.10-1.21.1.jar                                      |              | sodiumoptionsapi                        | Sodium Options API                                  | 1.0.10                         | mixins.sodiumoptionsapi.json                                                                                                                                                                                                                                                                                                                                        | 5d014d031fa77ab600e07835b032ef4dcb79b442 | 2527579799     
sodiumoptionsmodcompat-neoforge-1.0.0-1.21.1.jar                                 |              | sodiumoptionsmodcompat                  | Sodium Options Mod Compat                           | 1.0.0                          | mixins.sodiumoptionsmodcompat.json                                                                                                                                                                                                                                                                                                                                  | 6a2716b169355edad7536b347390e362e949b06e | 135655345      
sophisticatedbackpacks-1.21.1-3.25.62.1904.jar                                   |              | sophisticatedbackpacks                  | Sophisticated Backpacks                             | 3.25.62                        | sophisticatedbackpacks.mixins.json                                                                                                                                                                                                                                                                                                                                  | 737bc0fa7a4b4eb3d038792d90307ae2cf531860 | 5322473        
sophisticatedbackpackscreateintegration-1.21.1-0.1.6.99.jar                      |              | sophisticatedbackpackscreateintegration | Sophisticated Backpacks Create Integration          | 0.1.6                          |                                                                                                                                                                                                                                                                                                                                                                     | f314e04a27c699d4fea7bb338ddcb5296b0e9515 | 3859949395     
sophisticatedcore-1.21.1-1.4.56.2019.jar                                         |              | sophisticatedcore                       | Sophisticated Core                                  | 1.4.56                         | sophisticatedcore.mixins.json, sophisticatedcore.create.mixins.json                                                                                                                                                                                                                                                                                                 | bd9559d847c67cd50e651843f988d57bf8d01960 | 1284951539     
sophisticatedstorage-1.21.1-1.5.59.1843.jar                                      |              | sophisticatedstorage                    | Sophisticated Storage                               | 1.5.59                         |                                                                                                                                                                                                                                                                                                                                                                     | 2299eb394c55207a351c59d800f6cc0791f8511f | 1884793878     
sophisticatedstoragecreateintegration-1.21.1-0.1.17.132.jar                      |              | sophisticatedstoragecreateintegration   | Sophisticated Storage Create Integration            | 0.1.17                         |                                                                                                                                                                                                                                                                                                                                                                     | 45a0318e8e49e7f3aab213df5cc32b3e7e128b6c | 4198731451     
spark-1.10.124-neoforge.jar                                                      |              | spark                                   | spark                                               | 1.10.124                       |                                                                                                                                                                                                                                                                                                                                                                     | 9430cc2ab64ff89d698be593769fb9f9ee4efae6 | 3447435049     
spawnnotification-neoforge-1.7.3-2.3.0.jar                                       |              | spawn_notification                      | Spawn Notification                                  | 1.7.3-neoforge-2.3.0           |                                                                                                                                                                                                                                                                                                                                                                     | 08055af44dec329d03dc10f3a93af25f2167567b | 3845633353     
spyglass_improvements-1.5.7+mc1.21+neoforge.jar                                  |              | spyglass_improvements                   | Spyglass Improvements                               | 1.5.7                          | spyglass_improvements.neoforge.mixins.json, spyglass_improvements.common.mixins.json                                                                                                                                                                                                                                                                                | c7a2041f23f99a289fa2307774a2709e42d3d591 | 3853977182     
StorageDrawers-neoforge-1.21.1-13.11.4.jar                                       |              | storagedrawers                          | Storage Drawers                                     | 13.11.4                        |                                                                                                                                                                                                                                                                                                                                                                     | 5347db4d1150b132841bd124d1608f812bf8076f | 1362863274     
styledplayerlist-3.5.1-1.21-neo.jar                                              |              | styledplayerlist                        | Styled Player List                                  | 3.5.1-1.21-neo                 | styledplayerlist.mixins.json                                                                                                                                                                                                                                                                                                                                        | 38f373e77b3611278b4ff43dd45cefef931c4d0d | 3313132454     
    /META-INF/jars/placeholder-api-lt-2.5.0+1.21.jar                             |              | placeholder_api                         | Placeholder API                                     | 2.5.0+1.21                     |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/player-data-api-0.6.0-1.21-neo.jar                            |              | playerdataapi                           | Player Data API                                     | 0.6.0-1.21-neo                 | playerdataapi.mixins.json                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jars/predicate-api-0.5.2-1.21-neo.jar                              |              | predicateapi                            | Predicate API                                       | 0.5.2-1.21-neo                 | predicateapi.mixins.json                                                                                                                                                                                                                                                                                                                                            |                                          |                
StylishEffects-v21.1.2-1.21.1-NeoForge.jar                                       |              | stylisheffects                          | Stylish Effects                                     | 21.1.2                         | stylisheffects.common.mixins.json, stylisheffects.neoforge.mixins.json                                                                                                                                                                                                                                                                                              | 1e987d711f5f0321f4b82b393e1a34202f69165b | 3643301168     
supermartijn642configlib-1.1.8-neoforge-mc1.21.jar                               |              | supermartijn642configlib                | SuperMartijn642's Config Library                    | 1.1.8                          |                                                                                                                                                                                                                                                                                                                                                                     | 07452242e389975e8a88b97066f4bae6a4ebe574 | 1923939184     
supermartijn642corelib-1.1.21-neoforge-mc1.21.jar                                |              | supermartijn642corelib                  | SuperMartijn642's Core Lib                          | 1.1.21                         | supermartijn642corelib.mixins.json                                                                                                                                                                                                                                                                                                                                  | 84802fbe1645de8caf61ccb07db6cf451e614f68 | 3414849852     
supplementaries-neoforge-1.21.1-3.6.7.jar                                        |              | supplementaries                         | Supplementaries                                     | 1.21.1-3.6.7                   | supplementaries-common.mixins.json, supplementaries.mixins.json                                                                                                                                                                                                                                                                                                     | a2a0d9bb5170b779863c2743f18c04b0964c9875 | 951745060      
    /META-INF/jarjar/sable-companion-common-1.21.1-1.6.0.jar                     |              | sablecompanion                          | Sable Companion                                     | 1.6.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
t_and_t-neoforge-fabric-1.13.9+1.21.1.jar                                        |              | t_and_t                                 | Towns and Towers                                    | 1.13.9                         |                                                                                                                                                                                                                                                                                                                                                                     | 2390523f45dc5204e82cfb23ecf4f34dfcc25d1e | 2114035323     
TerraBlender-neoforge-1.21.1-4.1.0.8.jar                                         |              | terrablender                            | TerraBlender                                        | 4.1.0.8                        | terrablender_neoforge.mixins.json, terrablender.mixins.json                                                                                                                                                                                                                                                                                                         | 2016eed89eac0eb0510d2190c3b0b80bf4346191 | 4290330137     
Terralith_1.21.x_v2.6.2.jar                                                      |              | terralith                               | Terralith                                           | 2.6.2                          | terralith.mixins.json                                                                                                                                                                                                                                                                                                                                               | d4a9fe71b841f70edfb4b280f9bf5c58e4a28224 | 1984680410     
timcore-neoforge-1.7.3-1.32.0.jar                                                |              | tim_core                                | Tim Core                                            | 1.7.3-neoforge-1.32.0          | mixins.tim_core.json                                                                                                                                                                                                                                                                                                                                                | 741eb2aeac006f87d0d413965b2d965118ddae22 | 4199153731     
tipsmod-neoforge-1.21.1-21.1.3.jar                                               |              | tipsmod                                 | Tips                                                | 21.1.3                         | tipsmod.mixins.json, tipsmod.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                   | 34db760aa9a1a8cec512e32b93e51525dbcb3597 | 3168310682     
TMTCF-NF-1.21.1-2.0.3.jar                                                        |              | tmtcobfarm                              | Tomtaru's Cobblemon & Farmer's Delight Tweaks       | 2.0.3                          | tmtcobfarm.mixins.json                                                                                                                                                                                                                                                                                                                                              | 5bf141a8410ed852fa866297b1989261a5d9c383 | 3907693007     
ToastControl-1.21.1-9.0.1.jar                                                    |              | toastcontrol                            | Toast Control                                       | 9.0.1                          | toastcontrol.mixins.json                                                                                                                                                                                                                                                                                                                                            | 33477c2db0479c9be33d1ca3b2fa47cf6c97988c | 3258843963     
toms_storage-1.21-2.3.2.jar                                                      |              | toms_storage                            | Tom's Simple Storage Mod                            | 2.3.2                          |                                                                                                                                                                                                                                                                                                                                                                     | f850f0718ed1c97d8050c790a4b4592f6bb99b21 | 3010603220     
Tomtaru's Cobblemon  Immersive Engineering Tweaks - 1.21.1 - R.2.7.jar           | MCreator mod | tmtceic                                 | Tomtaru's Cobblemon & Immersive Engineering Tweaks  | 2.7.0                          |                                                                                                                                                                                                                                                                                                                                                                     | da0cd7581a3bcf5d4931a1339d1525d1408c1cde | 200510432      
tooltipoverhaul-neoforge-1.21.1-1.4.4.jar                                        |              | tooltipoverhaul                         | Tooltip overhaul                                    | 1.4.4                          | tooltipoverhaul.mixins.json, tooltipoverhaul.neoforge.mixins.json                                                                                                                                                                                                                                                                                                   | ca1ebe5f396cccb3366955163c7c1e2aab7eb62f | 142123204      
torchmaster-neoforge-1.21.1-21.1.9.jar                                           |              | torchmaster                             | Torchmaster                                         | 21.1.9                         | torchmaster.mixins.json, torchmaster.neoforge.mixins.json                                                                                                                                                                                                                                                                                                           | 3f565ecc8560eba3ae3e15ff6542a3025d7377a2 | 3293164572     
trade-cycling-neoforge-1.21.1-1.0.18.jar                                         |              | trade_cycling                           | Trade Cycling                                       | 1.21.1-1.0.18                  | trade_cycling.mixins.json                                                                                                                                                                                                                                                                                                                                           | f0c95fb82f68f2c7402e0615a5d241e6097920cf | 3391123782     
TradingPost-v21.1.1-1.21.1-NeoForge.jar                                          |              | tradingpost                             | Trading Post                                        | 21.1.1                         | tradingpost.common.mixins.json, tradingpost.neoforge.mixins.json                                                                                                                                                                                                                                                                                                    | 030a4f9fb5be80db3f982ded814fbc36e5101a7e | 2858787378     
trashslot-neoforge-1.21.1-21.1.11.jar                                            |              | trashslot                               | TrashSlot                                           | 21.1.11                        | trashslot.neoforge.mixins.json, trashslot.mixins.json                                                                                                                                                                                                                                                                                                               | 7343e4b563feb79122c8373a0d5416182ca436a8 | 2532295503     
TravelersTitles-1.21.1-NeoForge-5.1.3.jar                                        |              | travelerstitles                         | Traveler's Titles                                   | 1.21.1-NeoForge-5.1.3          | travelerstitles.mixins.json                                                                                                                                                                                                                                                                                                                                         | 166cba4d367c6dd103d1d5dcab7a31174bec799e | 2452858461     
txnilib-neoforge-1.0.24-1.21.1.jar                                               |              | txnilib                                 | TxniLib                                             | 1.0.24                         | mixins.txnilib.json                                                                                                                                                                                                                                                                                                                                                 | 17b1bbb96e922e683a1807a2e7bece603fdc491d | 806726534      
    /META-INF/jars/forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar                 |              | fabric_api                              | Forgified Fabric API                                | 0.115.6+2.1.0+1.21.1           |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-api-base-0.4.42+d1308ded19.jar                     |              | fabric_api_base                         | Forgified Fabric API Base                           | 0.4.42+d1308ded19              |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-api-lookup-api-v1-1.6.70+c21168c319.jar            |              | fabric_api_lookup_api_v1                | Forgified Fabric API Lookup API (v1)                | 1.6.70+c21168c319              | fabric-api-lookup-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/fabric-biome-api-v1-13.0.31+1e62d33c19.jar                |              | fabric_biome_api_v1                     | Forgified Fabric Biome API (v1)                     | 13.0.31+1e62d33c19             | fabric-biome-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-block-api-v1-1.0.22+a6e994cd19.jar                 |              | fabric_block_api_v1                     | Forgified Fabric Block API (v1)                     | 1.0.22+a6e994cd19              | fabric-block-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-block-view-api-v2-1.0.11+e9036fd419.jar            |              | fabric_block_view_api_v2                | Forgified Fabric BlockView API (v2)                 | 1.0.11+e9036fd419              | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                   |                                          |                
        /META-INF/jars/fabric-blockrenderlayer-v1-1.1.52+b089b4bd19.jar          |              | fabric_blockrenderlayer_v1              | Forgified Fabric BlockRenderLayer Registration (v1) | 1.1.52+b089b4bd19              | fabric-blockrenderlayer-v1.mixins.json                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/fabric-client-tags-api-v1-1.1.15+e053909619.jar           |              | fabric_client_tags_api_v1               | Forgified Fabric Client Tags                        | 1.1.15+e053909619              |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-command-api-v2-2.2.28+36d727be19.jar               |              | fabric_command_api_v2                   | Forgified Fabric Command API (v2)                   | 2.2.28+36d727be19              | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json                                                                                                                                                                                                                                                                                         |                                          |                
        /META-INF/jars/fabric-content-registries-v0-8.0.18+0a0c14ff19.jar        |              | fabric_content_registries_v0            | Forgified Fabric Content Registries (v0)            | 8.0.18+0a0c14ff19              | fabric-content-registries-v0.mixins.json                                                                                                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jars/fabric-convention-tags-v1-2.1.4+7f945d5b19.jar            |              | fabric_convention_tags_v1               | Forgified Fabric Convention Tags                    | 2.1.4+7f945d5b19               |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-convention-tags-v2-2.11.0+87e5848019.jar           |              | fabric_convention_tags_v2               | Forgified Fabric Convention Tags (v2)               | 2.11.0+87e5848019              | fabric-convention-tags-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                           |                                          |                
        /META-INF/jars/fabric-data-attachment-api-v1-1.4.3+58235da019.jar        |              | fabric_data_attachment_api_v1           | Forgified Fabric Data Attachment API (v1)           | 1.4.3+58235da019               | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json                                                                                                                                                                                                                                                                         |                                          |                
        /META-INF/jars/fabric-data-generation-api-v1-20.2.28+2d91a6db19.jar      |              | fabric_data_generation_api_v1           | Forgified Fabric Data Generation API (v1)           | 20.2.28+2d91a6db19             | fabric-data-generation-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                           |                                          |                
        /META-INF/jars/fabric-entity-events-v1-1.7.0+1af6e62419.jar              |              | fabric_entity_events_v1                 | Forgified Fabric Entity Events (v1)                 | 1.7.0+1af6e62419               | fabric-entity-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-events-interaction-v0-0.7.13+7b71cc1619.jar        |              | fabric_events_interaction_v0            | Forgified Fabric Events Interaction (v0)            | 0.7.13+7b71cc1619              | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json                                                                                                                                                                                                                                                                           |                                          |                
        /META-INF/jars/fabric-game-rule-api-v1-1.0.53+36d727be19.jar             |              | fabric_game_rule_api_v1                 | Forgified Fabric Game Rule API (v1)                 | 1.0.53+36d727be19              | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                     |                                          |                
